Date,Instrument,Open,High,Low,Close,Volume
2010-07-17,BTC-INR,2.31834392221,2.32683691712,2.31834392221,2.32683691712,20.0
2010-07-18,BTC-INR,2.32683691712,4.0347192352,2.32683691712,4.03424926208,75.01
2010-07-19,BTC-INR,4.03424926208,4.38378909647999,3.62960240576,3.80584677119999,574.0
2010-07-20,BTC-INR,3.80584677119999,3.8683073124,3.49779927264,3.5340091496,262.0
2010-07-21,BTC-INR,3.5340091496,3.7453688084,3.12893790852,3.73595374938,575.0
2010-07-22,BTC-INR,3.73595374938,3.81888585403,2.56524904006,2.56524904006,2160.0
2010-07-23,BTC-INR,2.56524904006,3.18748443886999,2.3693914715,2.92837443906204,2402.5
2010-07-24,BTC-INR,2.92837443906204,2.92852042512164,2.38425408679871,2.55907035828,496.32
2010-07-25,BTC-INR,2.55907035828,2.78757554062,2.369509591,2.369509591,1551.48
2010-07-26,BTC-INR,2.369509591,2.632981904,2.3460491,2.632981904,877.0
2010-07-27,BTC-INR,2.632981904,2.844560807,2.534874122475,2.79132732,3373.69
2010-07-28,BTC-INR,2.79132732,2.898618854,2.512194588,2.7536879113,4390.29
2010-07-29,BTC-INR,2.7536879113,3.2679589983,2.6571236615,3.25102412880139,8058.49
2010-07-30,BTC-INR,3.25102412880139,3.25102412880139,2.78301672,2.9082524724,3020.85
2010-07-31,BTC-INR,2.9082524724,3.19654938975001,2.597482272,3.14829258375,4022.25
2010-08-01,BTC-INR,3.14829258375,3.14829258375,2.7840465,2.8350873525,2601.0
2010-08-02,BTC-INR,2.8350873525,2.9371690575,2.77284746159592,2.77284746159592,3599.0
2010-08-03,BTC-INR,2.77284746159592,2.99907608,2.721839271,2.76837792,9821.46
2010-08-04,BTC-INR,2.76837792,2.8744990736,2.64044698341075,2.64044698341075,3494.0
2010-08-05,BTC-INR,2.64044698341075,2.813785247,2.64044698341075,2.813785247,5034.07
2010-08-06,BTC-INR,2.813785247,2.8783639248,2.7962833497,2.8699909833,1395.0
2010-08-07,BTC-INR,2.8699909833,2.8721626367,2.717968989,2.720025611,2619.0
2010-08-08,BTC-INR,2.720025611,2.812229869,2.720025611,2.8076196561,2201.0
2010-08-09,BTC-INR,2.8076196561,3.38899915200001,2.74433947044097,3.25989442240001,13631.09
2010-08-10,BTC-INR,3.25989442240001,3.28745752249999,3.06669841632001,3.24572674999999,1310.39
2010-08-11,BTC-INR,3.24572674999999,3.51599645329,2.7820515,3.123879623,14061.18
2010-08-12,BTC-INR,3.123879623,3.27305125,2.86324548729,3.27305125,2062.31
2010-08-13,BTC-INR,3.27305125,3.27305125,3.011670636,3.011670636,3591.77
2010-08-14,BTC-INR,3.011670636,3.2254194786246,3.011670636,3.12984148400001,4404.2
2010-08-15,BTC-INR,3.12984148400001,3.12984148400001,3.03641338000001,3.04996045508001,4462.866
2010-08-16,BTC-INR,3.04996045508001,3.1737033076,2.90911758830001,3.061525282,10731.468
2010-08-17,BTC-INR,3.061525282,3.57006566472,2.90935792803,3.26213447,13185.74
2010-08-18,BTC-INR,3.26213447,3.4159208093,3.116985256,3.163507424,2953.975
2010-08-19,BTC-INR,3.163507424,3.163507424,3.09546615959999,3.09546615959999,741.115
2010-08-20,BTC-INR,3.09546615959999,3.09546615959999,3.012012965,3.0351822955,4199.747
2010-08-21,BTC-INR,3.0351822955,3.11271013398523,2.9842097684,3.0984549392,10443.86
2010-08-22,BTC-INR,3.0984549392,3.0984549392,2.8558048536,3.079789548,18648.972
2010-08-23,BTC-INR,3.079789548,3.12132004342,2.98787951722,3.02610796478,4297.49
2010-08-24,BTC-INR,3.02610796478,3.1189127095,3.02610796478,3.048561295,6711.757
2010-08-25,BTC-INR,3.048561295,3.118772006671,3.0060628937,3.0388904136,4228.88
2010-08-26,BTC-INR,3.0388904136,3.08570948370726,2.996487808,2.996487808,3870.01
2010-08-27,BTC-INR,2.996487808,3.045038555,2.949667686,3.045038555,9009.973
2010-08-28,BTC-INR,3.045038555,3.045038555,3.0214984365,3.02610117046183,6174.005
2010-08-29,BTC-INR,3.02610117046183,3.0308674239,2.998075968,2.998075968,3173.402
2010-08-30,BTC-INR,2.998075968,3.17216000921891,1.50419092707,3.04730980488999,34193.138
2010-08-31,BTC-INR,3.04730980488999,3.05620484758999,2.81420022,2.82241481999999,14886.907
2010-09-01,BTC-INR,2.82241481999999,2.95883153629999,2.78805400302,2.9419325078,7164.722
2010-09-02,BTC-INR,2.9419325078,2.9653182988,2.8055074256,2.9595535904,8150.73
2010-09-03,BTC-INR,2.9595535904,2.9595535904,2.834693599,2.834693599,892.0
2010-09-04,BTC-INR,2.834693599,2.9059685572,2.8334823189,2.90472682092,3301.0
2010-09-05,BTC-INR,2.90472682092,2.94704137572737,2.817184557,2.8702570545015,8459.24
2010-09-06,BTC-INR,2.8702570545015,2.9196276318,2.8665748496,2.8665748496,910.0
2010-09-07,BTC-INR,2.8665748496,2.90296925334,2.8060789518,2.85582181719848,3457.192
2010-09-08,BTC-INR,2.85582181719848,2.86815993225877,2.841526888,2.85393839814214,2345.41
2010-09-09,BTC-INR,2.85393839814214,2.9067422592,2.83561734014,2.83654568106,1733.502
2010-09-10,BTC-INR,2.83654568106,2.8685734428,2.78246676874,2.8592691438,4939.788
2010-09-11,BTC-INR,2.8592691438,2.98450655966548,2.8592691438,2.94617130408001,7749.14
2010-09-12,BTC-INR,2.94617130408001,2.94617130408001,2.84620696200001,2.84620696200001,793.88
2010-09-13,BTC-INR,2.84620696200001,2.965283392,2.81381111040001,2.8810702625816,10076.336
2010-09-14,BTC-INR,2.8810702625816,8.108196775,2.82459335867632,2.87019496065,14014.808
2010-09-15,BTC-INR,2.87019496065,2.8938084375,2.79514372560001,2.79514372560001,3651.85
2010-09-16,BTC-INR,2.79514372560001,2.86339310723343,2.7860687464,2.8540965431063,730.0
2010-09-17,BTC-INR,2.8540965431063,2.8540965431063,2.74181151372771,2.74181151372771,7262.0
2010-09-18,BTC-INR,2.74181151372771,2.796939365,2.64113880345,2.796553845,7092.609
2010-09-19,BTC-INR,2.796553845,2.8744905915,2.7507087,2.8744905915,12852.17
2010-09-20,BTC-INR,2.8744905915,2.906582193,2.832718868,2.8372877694,14307.94
2010-09-21,BTC-INR,2.8372877694,2.8921145862,2.83324220279999,2.85833533019999,5735.946
2010-09-22,BTC-INR,2.85833533019999,2.85833533019999,2.80216201104174,2.83476798560001,11560.4
2010-09-23,BTC-INR,2.83476798560001,2.87122802400001,2.80635844303744,2.83901781876,15505.33
2010-09-24,BTC-INR,2.83901781876,2.8431184704,2.80600182827999,2.81097300239999,684.375
2010-09-25,BTC-INR,2.81097300239999,2.8217897136,2.78946137620799,2.80460573778,2152.5
2010-09-26,BTC-INR,2.80460573778,2.81636319492,2.79737037954,2.80468306567119,12058.125
2010-09-27,BTC-INR,2.80468306567119,2.81636319492,2.78688629181645,2.79887637545652,10752.245
2010-09-28,BTC-INR,2.79887637545652,2.82794745898,2.7767858514,2.7914199922,7086.153
2010-09-29,BTC-INR,2.7914199922,2.795929556,2.75948636370792,2.77742793260186,23475.642
2010-09-30,BTC-INR,2.77742793260186,2.77742793260186,2.75784642916402,2.77192588710001,7917.025
2010-10-01,BTC-INR,2.77192588710001,2.77640395800001,2.75097002394,2.75452597162,1717.45
2010-10-02,BTC-INR,2.75452597162,2.75452597162,2.721816475,2.728482148,13059.737
2010-10-03,BTC-INR,2.728482148,2.728482148,2.71083069045306,2.7155951802,7172.633
2010-10-04,BTC-INR,2.7155951802,2.762216002,2.7035969688,2.73102206009922,33995.369
2010-10-05,BTC-INR,2.73102206009922,2.806804287,2.71533573787769,2.7355203686,27526.613
2010-10-06,BTC-INR,2.7355203686,2.82903676423526,2.7216568626,2.78415745179,33433.302
2010-10-07,BTC-INR,2.78415745179,2.969886153,2.77933898264,2.964746248,43692.981
2010-10-09,BTC-INR,3.7073145718938,5.32407167354397,3.09964475667813,4.15343323359999,187846.954
2010-10-10,BTC-INR,4.15343323359999,5.76078532719999,3.54193096327999,4.27298834799999,50684.192
2010-10-11,BTC-INR,4.27298834799999,4.46180650889106,4.02945015199999,4.22028760000001,14092.905
2010-10-12,BTC-INR,4.22028760000001,4.3884725232,3.68742076040001,4.2323784802,25660.749
2010-10-13,BTC-INR,4.2323784802,4.68282129,4.085614752,4.66292987999999,47557.265
2010-10-14,BTC-INR,4.66292987999999,4.66292987999999,3.00273738234831,4.49888329800001,37217.28
2010-10-15,BTC-INR,4.49888329800001,5.1711398509653,4.19379454354266,4.63406506500001,24643.334
2010-10-16,BTC-INR,4.63406506500001,4.63598163,4.41339530000001,4.459372806,6284.708
2010-10-17,BTC-INR,4.459372806,4.613905527,4.41566212206,4.503525012,18222.191
2010-10-18,BTC-INR,4.503525012,4.565288879,4.40114106893035,4.5386949632,25665.087
2010-10-19,BTC-INR,4.5386949632,4.54776145919999,4.299349721,4.30793810099999,6235.1
2010-10-20,BTC-INR,4.30793810099999,4.57440849899999,4.164575624,4.386095604,31855.0
2010-10-21,BTC-INR,4.386095604,4.74137030400001,4.297487612,4.74137030400001,44867.0
2010-10-22,BTC-INR,4.74137030400001,4.85583391500001,4.49765500800001,4.62334405212401,34603.909
2010-10-23,BTC-INR,4.62334405212401,4.85675714499999,4.62334405212401,4.67830473797499,4423.469
2010-10-24,BTC-INR,4.67830473797499,8.46590694999999,4.67830473797499,5.12454714904999,13800.23
2010-10-25,BTC-INR,5.12454714904999,8.46590694999999,3.99806789381999,5.85797493599999,30299.635
